pokedex_number|pokedex_number_form|name|hp|attack|defense|sp_attack|sp_defense|speed|base_total|base_average|ability_1|ability_2|hidden_ability|type_1|type_2|japanese_name|catch_rate|base_friendship_old|base_friendship|exp_100|category|height_m|weight_kg|hatch_cycles|percentage_male|gen|starter|legendary|mythical|pseudo-legendary|ultra_beast|mega_evolution|fossil
704|704|Goomy|45|50|35|55|75|40|300|50.0|Sap Sipper|Hydration|Gooey|Dragon||Numeraヌメラ|45.0|35.0|35|1250000.0|Soft Tissue Pokémon|0.3|2.8|40|50|6|False|False|False|False|False|False|False
705|705|Sliggoo|68|75|53|83|113|60|452|75.33|Sap Sipper|Hydration|Gooey|Dragon||Numeilヌメイル|45.0|35.0|35|1250000.0|Soft Tissue Pokémon|0.8|17.5|40|50|6|False|False|False|False|False|False|False
706|706|Goodra|90|100|70|110|150|80|600|100.0|Sap Sipper|Hydration|Gooey|Dragon||Numelgonヌメルゴン|45.0|35.0|35|1250000.0|Dragon Pokémon|2.0|150.5|40|50|6|False|False|False|True|False|False|False
707|707|Klefki|57|80|91|80|87|75|470|78.33|Prankster||Magician|Steel|Fairy|Cleffyクレッフィ|75.0|70.0|50|800000.0|Key Ring Pokémon|0.2|3.0|20|50|6|False|False|False|False|False|False|False
708|708|Phantump|43|70|48|50|60|38|309|51.5|Natural Cure|Frisk|Harvest|Ghost|Grass|Bokureiボクレー|120.0|70.0|50|1000000.0|Stump Pokémon|0.4|7.0|20|50|6|False|False|False|False|False|False|False
709|709|Trevenant|85|110|76|65|82|56|474|79.0|Natural Cure|Frisk|Harvest|Ghost|Grass|Ohrotオーロット|60.0|70.0|50|1000000.0|Elder Tree Pokémon|1.5|71.0|20|50|6|False|False|False|False|False|False|False
710|710|Pumpkaboo (Average Size)|49|66|70|44|55|51|335|55.83|Pickup|Frisk|Insomnia|Ghost|Grass|Bakecchaバケッチャ|120.0|70.0|50|1000000.0|Pumpkin Pokémon|0.4|5.0|20|50|6|False|False|False|False|False|False|False
710|710L|Pumpkaboo (Large Size)|54|66|70|44|55|46|335|55.83|Pickup|Frisk|Insomnia|Ghost|Grass|Bakecchaバケッチャ|120.0|70.0|50||Pumpkin Pokémon|0.5|7.5|20|50|6|False|False|False|False|False|False|False
710|710S|Pumpkaboo (Small Size)|44|66|70|44|55|56|335|55.83|Pickup|Frisk|Insomnia|Ghost|Grass|Bakecchaバケッチャ|120.0|70.0|50||Pumpkin Pokémon|0.3|3.5|20|50|6|False|False|False|False|False|False|False
710|710Su|Pumpkaboo (Super Size)|59|66|70|44|55|41|335|55.83|Pickup|Frisk|Insomnia|Ghost|Grass|Bakecchaバケッチャ|120.0|70.0|50||Pumpkin Pokémon|0.8|15.0|20|50|6|False|False|False|False|False|False|False
711|711|Gourgeist (Average Size)|65|90|122|58|75|84|494|82.33|Pickup|Frisk|Insomnia|Ghost|Grass|Pumpjinパンプジン|60.0|70.0|50|1000000.0|Pumpkin Pokémon|0.9|12.5|20|50|6|False|False|False|False|False|False|False
711|711L|Gourgeist (Large Size)|75|95|122|58|75|69|494|82.33|Pickup|Frisk|Insomnia|Ghost|Grass|Pumpjinパンプジン|60.0|70.0|50||Pumpkin Pokémon|1.1|14.0|20|50|6|False|False|False|False|False|False|False
711|711S|Gourgeist (Small Size)|55|85|122|58|75|99|494|82.33|Pickup|Frisk|Insomnia|Ghost|Grass|Pumpjinパンプジン|60.0|70.0|50||Pumpkin Pokémon|0.7|9.5|20|50|6|False|False|False|False|False|False|False
711|711Su|Gourgeist (Super Size)|85|100|122|58|75|54|494|82.33|Pickup|Frisk|Insomnia|Ghost|Grass|Pumpjinパンプジン|60.0|70.0|50||Pumpkin Pokémon|1.7|39.0|20|50|6|False|False|False|False|False|False|False
712|712|Bergmite|55|69|85|32|35|28|304|50.67|Own Tempo|Ice Body|Sturdy|Ice||Kachikohruカチコール|190.0|70.0|50|1000000.0|Ice Chunk Pokémon|1.0|99.5|20|50|6|False|False|False|False|False|False|False
713|713|Avalugg|95|117|184|44|46|28|514|85.67|Own Tempo|Ice Body|Sturdy|Ice||Crebaseクレベース|55.0|70.0|50|1000000.0|Iceberg Pokémon|2.0|505.0|20|50|6|False|False|False|False|False|False|False
714|714|Noibat|40|30|35|45|40|55|245|40.83|Frisk|Infiltrator|Telepathy|Flying|Dragon|Onbatオンバット|190.0|70.0|50|1000000.0|Sound Wave Pokémon|0.5|8.0|20|50|6|False|False|False|False|False|False|False
715|715|Noivern|85|70|80|97|80|123|535|89.17|Frisk|Infiltrator|Telepathy|Flying|Dragon|Onvernオンバーン|45.0|70.0|50|1000000.0|Sound Wave Pokémon|1.5|85.0|20|50|6|False|False|False|False|False|False|False
716|716|Xerneas|126|131|95|131|98|99|680|113.33|Fairy Aura|||Fairy||Xerneasゼルネアス|45.0|0.0|0|1250000.0|Life Pokémon|3.0|215.0|120||6|False|True|False|False|False|False|False
717|717|Yveltal|126|131|95|131|98|99|680|113.33|Dark Aura|||Dark|Flying|Yveltalイベルタル|45.0|0.0|0|1250000.0|Destruction Pokémon|5.8|203.0|120||6|False|True|False|False|False|False|False
718|718|Zygarde (50% Forme)|108|100|121|81|95|95|600|100.0|Aura Break|Power Construct||Dragon|Ground|Zygardeジガルデ|3.0|0.0|0|1250000.0|Order Pokémon|5.0|305.0|120||6|False|True|False|False|False|False|False
718|718C|Zygarde (Complete Forme)|216|100|121|91|95|85|708|118.0|Power Construct|||Dragon|Ground|Zygardeジガルデ|3.0|0.0|0||Order Pokémon|1.2|33.5|120||6|False|True|False|False|False|False|False
718|718T|Zygarde (10% Forme)|54|100|71|61|85|115|486|81.0|Aura Break|Power Construct||Dragon|Ground|Zygardeジガルデ|3.0|0.0|0||Order Pokémon|4.5|610.0|120||6|False|True|False|False|False|False|False
719|719|Diancie|50|100|150|100|150|50|600|100.0|Clear Body|||Rock|Fairy|Diancieディアンシー|3.0|70.0|50|1250000.0|Jewel Pokémon|0.7|8.8|25||6|False|False|True|False|False|False|False
719|719M|Diancie (Mega Diancie)|50|160|110|160|110|110|700|116.67|Magic Bounce|||Rock|Fairy|MegaDiancieメガディアンシー|3.0|70.0|50||Jewel Pokémon|1.1|27.8|25||6|False|False|True|False|False|True|False
720|720|Hoopa (Hoopa Confined)|80|110|60|150|130|70|600|100.0|Magician|||Psychic|Ghost|Hoopaフーパ|3.0|100.0|100|1250000.0|Mischief Pokémon|0.5|9.0|120||6|False|False|True|False|False|False|False
720|720U|Hoopa (Hoopa Unbound)|80|160|60|170|130|80|680|113.33|Magician|||Psychic|Dark|Hoopaフーパ|3.0|100.0|50||Djinn Pokémon|6.5|490.0|120||6|False|False|True|False|False|False|False
721|721|Volcanion|80|110|120|130|90|70|600|100.0|Water Absorb|||Fire|Water|Volcanionボルケニオン|3.0|100.0|100|1250000.0|Steam Pokémon|1.7|195.0|120||6|False|False|True|False|False|False|False
722|722|Rowlet|68|55|55|50|50|42|320|53.33|Overgrow||Long Reach|Grass|Flying|Mokurohモクロー|45.0|70.0|50|1059860.0|Grass Quill Pokémon|0.3|1.5|15|87.5|7|True|False|False|False|False|False|False
723|723|Dartrix|78|75|75|70|70|52|420|70.0|Overgrow||Long Reach|Grass|Flying|Fukuthrowフクスロー|45.0|70.0|50|1059860.0|Blade Quill Pokémon|0.7|16.0|15|87.5|7|True|False|False|False|False|False|False
724|724|Decidueye|78|107|75|100|100|70|530|88.33|Overgrow||Long Reach|Grass|Ghost|Junaiperジュナイパー|45.0|70.0|50|1059860.0|Arrow Quill Pokémon|1.6|36.6|15|87.5|7|True|False|False|False|False|False|False
725|725|Litten|45|65|40|60|40|70|320|53.33|Blaze||Intimidate|Fire||Nyabbyニャビー|45.0|70.0|50|1059860.0|Fire Cat Pokémon|0.4|4.3|15|87.5|7|True|False|False|False|False|False|False
726|726|Torracat|65|85|50|80|50|90|420|70.0|Blaze||Intimidate|Fire||Nyaheatニャヒート|45.0|70.0|50|1059860.0|Fire Cat Pokémon|0.7|25.0|15|87.5|7|True|False|False|False|False|False|False
727|727|Incineroar|95|115|90|80|90|60|530|88.33|Blaze||Intimidate|Fire|Dark|Gaogaenガオガエン|45.0|70.0|50|1059860.0|Heel Pokémon|1.8|83.0|15|87.5|7|True|False|False|False|False|False|False
728|728|Popplio|50|54|54|66|56|40|320|53.33|Torrent||Liquid Voice|Water||Ashimariアシマリ|45.0|70.0|50|1059860.0|Sea Lion Pokémon|0.4|7.5|15|87.5|7|True|False|False|False|False|False|False
729|729|Brionne|60|69|69|91|81|50|420|70.0|Torrent||Liquid Voice|Water||Osyamariオシャマリ|45.0|70.0|50|1059860.0|Pop Star Pokémon|0.6|17.5|15|87.5|7|True|False|False|False|False|False|False
730|730|Primarina|80|74|74|126|116|60|530|88.33|Torrent||Liquid Voice|Water|Fairy|Ashireneアシレーヌ|45.0|70.0|50|1059860.0|Soloist Pokémon|1.8|44.0|15|87.5|7|True|False|False|False|False|False|False
731|731|Pikipek|35|75|30|30|30|65|265|44.17|Keen Eye|Skill Link|Pickup|Normal|Flying|Tsutsukeraツツケラ|255.0|70.0|50|1000000.0|Woodpecker Pokémon|0.3|1.2|15|50|7|False|False|False|False|False|False|False
732|732|Trumbeak|55|85|50|40|50|75|355|59.17|Keen Eye|Skill Link|Pickup|Normal|Flying|Kerarappaケララッパ|120.0|70.0|50|1000000.0|Bugle Beak Pokémon|0.6|14.8|15|50|7|False|False|False|False|False|False|False
733|733|Toucannon|80|120|75|75|75|60|485|80.83|Keen Eye|Skill Link|Sheer Force|Normal|Flying|Dodekabashiドデカバシ|45.0|70.0|50|1000000.0|Cannon Pokémon|1.1|26.0|15|50|7|False|False|False|False|False|False|False
734|734|Yungoos|48|70|30|30|30|45|253|42.17|Stakeout|Strong Jaw|Adaptability|Normal||Youngooseヤングース|255.0|70.0|50|1000000.0|Loitering Pokémon|0.4|6.0|15|50|7|False|False|False|False|False|False|False
735|735|Gumshoos|88|110|60|55|60|45|418|69.67|Stakeout|Strong Jaw|Adaptability|Normal||Dekagooseデカグース|127.0|70.0|50|1000000.0|Stakeout Pokémon|0.7|14.2|15|50|7|False|False|False|False|False|False|False
736|736|Grubbin|47|62|45|55|45|46|300|50.0|Swarm|||Bug||Agojimushiアゴジムシ|255.0|70.0|50|1000000.0|Larva Pokémon|0.4|4.4|15|50|7|False|False|False|False|False|False|False
737|737|Charjabug|57|82|95|55|75|36|400|66.67|Battery|||Bug|Electric|Dendimushiデンヂムシ|120.0|70.0|50|1000000.0|Battery Pokémon|0.5|10.5|15|50|7|False|False|False|False|False|False|False
738|738|Vikavolt|77|70|90|145|75|43|500|83.33|Levitate|||Bug|Electric|Kuwagannonクワガノン|45.0|70.0|50|1000000.0|Stag Beetle Pokémon|1.5|45.0|15|50|7|False|False|False|False|False|False|False
739|739|Crabrawler|47|82|57|42|47|63|338|56.33|Hyper Cutter|Iron Fist|Anger Point|Fighting||Makenkaniマケンカニ|225.0|70.0|50|1000000.0|Boxing Pokémon|0.6|7.0|20|50|7|False|False|False|False|False|False|False
740|740|Crabominable|97|132|77|62|67|43|478|79.67|Hyper Cutter|Iron Fist|Anger Point|Fighting|Ice|Kekenkaniケケンカニ|60.0|70.0|50|1000000.0|Woolly Crab Pokémon|1.7|180.0|20|50|7|False|False|False|False|False|False|False
741|741|Oricorio (Baile Style)|75|70|70|98|70|93|476|79.33|Dancer|||Fire|Flying|Odoridoriオドリドリ|45.0|70.0|50|1000000.0|Dancing Pokémon|0.6|3.4|20|25.0|7|False|False|False|False|False|False|False
741|7141PP|Oricorio (Pom-Pom Style)|75|70|70|98|70|93|476|79.33|Dancer|||Electric|Flying|Odoridoriオドリドリ|45.0|70.0|50|1000000.0|Dancing Pokémon|0.6|3.4|20|25.0|7|False|False|False|False|False|False|False
741|741P|Oricorio (Pa’u Style)|75|70|70|98|70|93|476|79.33|Dancer|||Psychic|Flying|Odoridoriオドリドリ|45.0|70.0|50|1000000.0|Dancing Pokémon|0.6|3.4|20|25.0|7|False|False|False|False|False|False|False
741|741S|Oricorio (Sensu Style)|75|70|70|98|70|93|476|79.33|Dancer|||Ghost|Flying|Odoridoriオドリドリ|45.0|70.0|50|1000000.0|Dancing Pokémon|0.6|3.4|20|25.0|7|False|False|False|False|False|False|False
742|742|Cutiefly|40|45|40|55|40|84|304|50.67|Honey Gather|Shield Dust|Sweet Veil|Bug|Fairy|Abulyアブリー|190.0|70.0|50|1000000.0|Bee Fly Pokémon|0.1|0.2|20|50|7|False|False|False|False|False|False|False
743|743|Ribombee|60|55|60|95|70|124|464|77.33|Honey Gather|Shield Dust|Sweet Veil|Bug|Fairy|Aburibbonアブリボン|75.0|70.0|50|1000000.0|Bee Fly Pokémon|0.2|0.5|20|50|7|False|False|False|False|False|False|False
744|744|Rockruff|45|65|40|30|40|60|280|46.67|Keen Eye|Vital Spirit|Steadfast|Rock||Iwankoイワンコ|190.0|70.0|50|1000000.0|Puppy Pokémon|0.5|9.2|15|50|7|False|False|False|False|False|False|False
744|744OT|Rockruff (Own Tempo)|45|65|40|30|40|60|280|46.67|Own Tempo|||Rock||Iwankoイワンコ|190.0|70.0|50|1000000.0|Puppy Pokémon|0.5|9.2|15|50|7|False|False|False|False|False|False|False
745|745|Lycanroc (Midday Form)|75|115|65|55|65|112|487|81.17|Keen Eye|Sand Rush|Steadfast|Rock||Lugaruganルガルガン|90.0|70.0|50|1000000.0|Wolf Pokémon|0.8|25.0|15|50|7|False|False|False|False|False|False|False
745|745D|Lycanroc (Dusk Form)|75|117|65|55|65|110|487|81.17|Tough Claws|||Rock||Lugaruganルガルガン|90.0|70.0|50|1000000.0|Wolf Pokémon|0.8|25.0|15|50|7|False|False|False|False|False|False|False
745|745Mn|Lycanroc (Midnight Form)|85|115|75|55|75|82|487|81.17|Keen Eye|Vital Spirit|No Guard|Rock||Lugaruganルガルガン|90.0|70.0|50|1000000.0|Wolf Pokémon|1.1|25.0|15|50|7|False|False|False|False|False|False|False
746|746|Wishiwashi (Solo Form)|45|20|20|25|25|40|175|29.17|Schooling|||Water||Yowashiヨワシ|60.0|70.0|50|800000.0|Small Fry Pokémon|0.2|0.3|15|50|7|False|False|False|False|False|False|False
746|746Sc|Wishiwashi (School Form)|45|140|130|140|135|30|620|103.33|Schooling|||Water||Yowashiヨワシ|60.0|70.0|50|800000.0|Small Fry Pokémon|8.2|78.6|15|50|7|False|False|False|False|False|False|False
747|747|Mareanie|50|53|62|43|52|45|305|50.83|Merciless|Limber|Regenerator|Poison|Water|Hidoideヒドイデ|190.0|70.0|50|1000000.0|Brutal Star Pokémon|0.4|8.0|20|50|7|False|False|False|False|False|False|False
748|748|Toxapex|50|63|152|53|142|35|495|82.5|Merciless|Limber|Regenerator|Poison|Water|Dohidoideドヒドイデ|75.0|70.0|50|1000000.0|Brutal Star Pokémon|0.7|14.5|20|50|7|False|False|False|False|False|False|False
749|749|Mudbray|70|100|70|45|55|45|385|64.17|Own Tempo|Stamina|Inner Focus|Ground||Dorobankoドロバンコ|190.0|70.0|50|1000000.0|Donkey Pokémon|1.0|110.0|20|50|7|False|False|False|False|False|False|False
750|750|Mudsdale|100|125|100|55|85|35|500|83.33|Own Tempo|Stamina|Inner Focus|Ground||Banbadoroバンバドロ|60.0|70.0|50|1000000.0|Draft Horse Pokémon|2.5|920.0|20|50|7|False|False|False|False|False|False|False
751|751|Dewpider|38|40|52|40|72|27|269|44.83|Water Bubble||Water Absorb|Water|Bug|Shizukumoシズクモ|200.0|70.0|50|1000000.0|Water Bubble Pokémon|0.3|4.0|15|50|7|False|False|False|False|False|False|False
752|752|Araquanid|68|70|92|50|132|42|454|75.67|Water Bubble||Water Absorb|Water|Bug|Onishizukumoオニシズクモ|100.0|70.0|50|1000000.0|Water Bubble Pokémon|1.8|82.0|15|50|7|False|False|False|False|False|False|False
753|753|Fomantis|40|55|35|50|35|35|250|41.67|Leaf Guard||Contrary|Grass||Karikiriカリキリ|190.0|70.0|50|1000000.0|Sickle Grass Pokémon|0.3|1.5|20|50|7|False|False|False|False|False|False|False
754|754|Lurantis|70|105|90|80|90|45|480|80.0|Leaf Guard||Contrary|Grass||Lalantesラランテス|75.0|70.0|50|1000000.0|Bloom Sickle Pokémon|0.9|18.5|20|50|7|False|False|False|False|False|False|False
755|755|Morelull|40|35|55|65|75|15|285|47.5|Illuminate|Effect Spore|Rain Dish|Grass|Fairy|Nemasyuネマシュ|190.0|70.0|50|1000000.0|Illuminating Pokémon|0.2|1.5|20|50|7|False|False|False|False|False|False|False
756|756|Shiinotic|60|45|80|90|100|30|405|67.5|Illuminate|Effect Spore|Rain Dish|Grass|Fairy|Mashadeマシェード|75.0|70.0|50|1000000.0|Illuminating Pokémon|1.0|11.5|20|50|7|False|False|False|False|False|False|False
757|757|Salandit|48|44|40|71|40|77|320|53.33|Corrosion||Oblivious|Poison|Fire|Yatoumoriヤトウモリ|120.0|70.0|50|1000000.0|Toxic Lizard Pokémon|0.6|4.8|20|87.5|7|False|False|False|False|False|False|False
758|758|Salazzle|68|64|60|111|60|117|480|80.0|Corrosion||Oblivious|Poison|Fire|Ennewtエンニュート|45.0|70.0|50|1000000.0|Toxic Lizard Pokémon|1.2|22.2|20|0|7|False|False|False|False|False|False|False
759|759|Stufful|70|75|50|45|50|50|340|56.67|Fluffy|Klutz|Cute Charm|Normal|Fighting|Nuikogumaヌイコグマ|140.0|70.0|50|1000000.0|Flailing Pokémon|0.5|6.8|15|50|7|False|False|False|False|False|False|False
760|760|Bewear|120|125|80|55|60|60|500|83.33|Fluffy|Klutz|Unnerve|Normal|Fighting|Kiterugumaキテルグマ|70.0|70.0|50|1000000.0|Strong Arm Pokémon|2.1|135.0|15|50|7|False|False|False|False|False|False|False
761|761|Bounsweet|42|30|38|30|38|32|210|35.0|Leaf Guard|Oblivious|Sweet Veil|Grass||Amakajiアマカジ|235.0|70.0|50|1059860.0|Fruit Pokémon|0.3|3.2|20|0|7|False|False|False|False|False|False|False
762|762|Steenee|52|40|48|40|48|62|290|48.33|Leaf Guard|Oblivious|Sweet Veil|Grass||Amamaikoアママイコ|120.0|70.0|50|1059860.0|Fruit Pokémon|0.7|8.2|20|0|7|False|False|False|False|False|False|False
763|763|Tsareena|72|120|98|50|98|72|510|85.0|Leaf Guard|Queenly Majesty|Sweet Veil|Grass||Amajoアマージョ|45.0|70.0|50|1059860.0|Fruit Pokémon|1.2|21.4|20|0|7|False|False|False|False|False|False|False
764|764|Comfey|51|52|90|82|110|100|485|80.83|Flower Veil|Triage|Natural Cure|Fairy||Cuwawaキュワワー|60.0|70.0|50|800000.0|Posy Picker Pokémon|0.1|0.3|20|25.0|7|False|False|False|False|False|False|False
765|765|Oranguru|90|60|80|90|110|60|490|81.67|Inner Focus|Telepathy|Symbiosis|Normal|Psychic|Yareyuutanヤレユータン|45.0|70.0|50|1250000.0|Sage Pokémon|1.5|76.0|20|50|7|False|False|False|False|False|False|False
766|766|Passimian|100|120|90|40|60|80|490|81.67|Receiver||Defiant|Fighting||Nagetukesaruナゲツケサル|45.0|70.0|50|1250000.0|Teamwork Pokémon|2.0|82.8|20|50|7|False|False|False|False|False|False|False
767|767|Wimpod|25|35|40|20|30|80|230|38.33|Wimp Out|||Bug|Water|Kosokumushiコソクムシ|90.0|70.0|50|1000000.0|Turn Tail Pokémon|0.5|12.0|20|50|7|False|False|False|False|False|False|False
768|768|Golisopod|75|125|140|60|90|40|530|88.33|Emergency Exit|||Bug|Water|Gusokumushaグソクムシャ|45.0|70.0|50|1000000.0|Hard Scale Pokémon|2.0|108.0|20|50|7|False|False|False|False|False|False|False
769|769|Sandygast|55|55|80|70|45|15|320|53.33|Water Compaction||Sand Veil|Ghost|Ground|Sunabaスナバァ|140.0|70.0|50|1000000.0|Sand Heap Pokémon|0.5|70.0|15|50|7|False|False|False|False|False|False|False
770|770|Palossand|85|75|110|100|75|35|480|80.0|Water Compaction||Sand Veil|Ghost|Ground|Sirodethnaシロデスナ|60.0|70.0|50|1000000.0|Sand Castle Pokémon|1.3|250.0|15|50|7|False|False|False|False|False|False|False
771|771|Pyukumuku|55|60|130|30|130|5|410|68.33|Innards Out||Unaware|Water||Namakobushiナマコブシ|60.0|70.0|50|800000.0|Sea Cucumber Pokémon|0.3|1.2|15|50|7|False|False|False|False|False|False|False
772|772|Type: Null|95|95|95|95|95|59|534|89.0|Battle Armor|||Normal||Type: Nullタイプ：ヌル|3.0|0.0|0|1250000.0|Synthetic Pokémon|1.9|120.5|120||7|False|True|False|False|False|False|False
773|773|Silvally|95|95|95|95|95|95|570|95.0|RKS System|||Normal||Silvadyシルヴァディ|3.0|0.0|0|1250000.0|Synthetic Pokémon|2.3|100.5|120||7|False|True|False|False|False|False|False
774|774|Minior (Meteor Form)|60|60|100|60|100|60|440|73.33|Shields Down|||Rock|Flying|Metenoメテノ|30.0|70.0|50|1059860.0|Meteor Pokémon|0.3|40.0|25||7|False|False|False|False|False|False|False
774|774R|Minior (Core)|60|100|60|100|60|120|500|83.33|Shields Down|||Rock|Flying|Metenoメテノ|30.0|70.0|50|1059860.0|Meteor Pokémon|0.3|0.3|25||7|False|False|False|False|False|False|False
775|775|Komala|65|115|65|75|95|65|480|80.0|Comatose|||Normal||Nekkoaraネッコアラ|45.0|70.0|50|1250000.0|Drowsing Pokémon|0.4|19.9|20|50|7|False|False|False|False|False|False|False
776|776|Turtonator|60|78|135|91|85|36|485|80.83|Shell Armor|||Fire|Dragon|Bakugamesバクガメス|70.0|70.0|50|1000000.0|Blast Turtle Pokémon|2.0|212.0|20|50|7|False|False|False|False|False|False|False
777|777|Togedemaru|65|98|63|40|73|96|435|72.5|Iron Barbs|Lightning Rod|Sturdy|Electric|Steel|Togedemaruトゲデマル|180.0|70.0|50|1000000.0|Roly-Poly Pokémon|0.3|3.3|10|50|7|False|False|False|False|False|False|False
778|778|Mimikyu|55|90|80|50|105|96|476|79.33|Disguise|||Ghost|Fairy|Mimikkyuミミッキュ|45.0|70.0|50|1000000.0|Disguise Pokémon|0.2|0.7|20|50|7|False|False|False|False|False|False|False
779|779|Bruxish|68|105|70|70|70|92|475|79.17|Dazzling|Strong Jaw|Wonder Skin|Water|Psychic|Hagigishiriハギギシリ|80.0|70.0|50|1000000.0|Gnash Teeth Pokémon|0.9|19.0|15|50|7|False|False|False|False|False|False|False
780|780|Drampa|78|60|85|135|91|36|485|80.83|Berserk|Sap Sipper|Cloud Nine|Normal|Dragon|Jijilongジジーロン|70.0|70.0|50|1000000.0|Placid Pokémon|3.0|185.0|20|50|7|False|False|False|False|False|False|False
781|781|Dhelmise|70|131|100|86|90|40|517|86.17|Steelworker|||Ghost|Grass|Dadarinダダリン|25.0|70.0|50|1000000.0|Sea Creeper Pokémon|3.9|210.0|25||7|False|False|False|False|False|False|False
782|782|Jangmo-o|45|55|65|45|45|45|300|50.0|Bulletproof|Soundproof|Overcoat|Dragon||Jyarakoジャラコ|45.0|70.0|50|1250000.0|Scaly Pokémon|0.6|29.7|40|50|7|False|False|False|False|False|False|False
783|783|Hakamo-o|55|75|90|65|70|65|420|70.0|Bulletproof|Soundproof|Overcoat|Dragon|Fighting|Jyarangoジャランゴ|45.0|70.0|50|1250000.0|Scaly Pokémon|1.2|47.0|40|50|7|False|False|False|False|False|False|False
784|784|Kommo-o|75|110|125|100|105|85|600|100.0|Bulletproof|Soundproof|Overcoat|Dragon|Fighting|Jyararangaジャラランガ|45.0|70.0|50|1250000.0|Scaly Pokémon|1.6|78.2|40|50|7|False|False|False|True|False|False|False
785|785|Tapu Koko|70|115|85|95|75|130|570|95.0|Electric Surge||Telepathy|Electric|Fairy|Kapu-Kokekoカプ・コケコ|3.0|70.0|50|1250000.0|Land Spirit Pokémon|1.8|20.5|15||7|False|True|False|False|False|False|False
786|786|Tapu Lele|70|85|75|130|115|95|570|95.0|Psychic Surge||Telepathy|Psychic|Fairy|Kapu-Tetefuカプ・テテフ|3.0|70.0|50|1250000.0|Land Spirit Pokémon|1.2|18.6|15||7|False|True|False|False|False|False|False
787|787|Tapu Bulu|70|130|115|85|95|75|570|95.0|Grassy Surge||Telepathy|Grass|Fairy|Kapu-Bululカプ・ブルル|3.0|70.0|50|1250000.0|Land Spirit Pokémon|1.9|45.5|15||7|False|True|False|False|False|False|False
788|788|Tapu Fini|70|75|115|95|130|85|570|95.0|Misty Surge||Telepathy|Water|Fairy|Kapu-Rehireカプ・レヒレ|3.0|70.0|50|1250000.0|Land Spirit Pokémon|1.3|21.2|15||7|False|True|False|False|False|False|False
789|789|Cosmog|43|29|31|29|31|37|200|33.33|Unaware|||Psychic||Cosmogコスモッグ|45.0|0.0|0|1250000.0|Nebula Pokémon|0.2|0.1|120||7|False|True|False|False|False|False|False
790|790|Cosmoem|43|29|131|29|131|37|400|66.67|Sturdy|||Psychic||Cosmovumコスモウム|45.0|0.0|0|1250000.0|Protostar Pokémon|0.1|999.9|120||7|False|True|False|False|False|False|False
791|791|Solgaleo|137|137|107|113|89|97|680|113.33|Full Metal Body|||Psychic|Steel|Solgaleoソルガレオ|45.0|0.0|0|1250000.0|Sunne Pokémon|3.4|230.0|120||7|False|True|False|False|False|False|False
792|792|Lunala|137|113|89|137|107|97|680|113.33|Shadow Shield|||Psychic|Ghost|Lunalaルナアーラ|45.0|0.0|0|1250000.0|Moone Pokémon|4.0|120.0|120||7|False|True|False|False|False|False|False
793|793|Nihilego|109|53|47|127|131|103|570|95.0|Beast Boost|||Rock|Poison|Uturoidウツロイド|45.0|0.0|0|1250000.0|Parasite Pokémon|1.2|55.5|120||7|False|False|False|False|True|False|False
794|794|Buzzwole|107|139|139|53|53|79|570|95.0|Beast Boost|||Bug|Fighting|Massivoonマッシブーン|45.0|0.0|0|1250000.0|Swollen Pokémon|2.4|333.6|120||7|False|False|False|False|True|False|False
795|795|Pheromosa|71|137|37|137|37|151|570|95.0|Beast Boost|||Bug|Fighting|Pheroacheフェローチェ|45.0|0.0|0|1250000.0|Lissome Pokémon|1.8|25.0|120||7|False|False|False|False|True|False|False
796|796|Xurkitree|83|89|71|173|71|83|570|95.0|Beast Boost|||Electric||Denjyumokuデンジュモク|45.0|0.0|0|1250000.0|Glowing Pokémon|3.8|100.0|120||7|False|False|False|False|True|False|False
797|797|Celesteela|97|101|103|107|101|61|570|95.0|Beast Boost|||Steel|Flying|Tekkaguyaテッカグヤ|45.0|0.0|0|1250000.0|Launch Pokémon|9.2|999.9|120||7|False|False|False|False|True|False|False
798|798|Kartana|59|181|131|59|31|109|570|95.0|Beast Boost|||Grass|Steel|Kamiturugiカミツルギ|45.0|0.0|0|1250000.0|Drawn Sword Pokémon|0.3|0.1|120||7|False|False|False|False|True|False|False
799|799|Guzzlord|223|101|53|97|53|43|570|95.0|Beast Boost|||Dark|Dragon|Akuzikingアクジキング|45.0|0.0|0|1250000.0|Junkivore Pokémon|5.5|888.0|120||7|False|False|False|False|True|False|False
800|800|Necrozma|97|107|101|127|89|79|600|100.0|Prism Armor|||Psychic||Necrozmaネクロズマ|3.0|0.0|0|1250000.0|Prism Pokémon|2.4|230.0|120||7|False|True|False|False|False|False|False
800|800DM|Necrozma (Dusk Mane Necrozma)|97|157|127|113|109|77|680|113.33|Prism Armor|||Psychic|Steel|Necrozmaネクロズマ|3.0|0.0|0|1250000.0|Prism Pokémon|3.8|460.0|120||7|False|True|False|False|False|False|False
800|800DW|Necrozma (Dawn Wings Necrozma)|97|113|109|157|127|77|680|113.33|Prism Armor|||Psychic|Ghost|Necrozmaネクロズマ|3.0|0.0|0|1250000.0|Prism Pokémon|4.2|350.0|120||7|False|True|False|False|False|False|False
