pokedex_number|pokedex_number_form|name|hp|attack|defense|sp_attack|sp_defense|speed|base_total|base_average|ability_1|ability_2|hidden_ability|type_1|type_2|japanese_name|catch_rate|base_friendship_old|base_friendship|exp_100|category|height_m|weight_kg|hatch_cycles
381|381M|Latios (Mega Latios)|80|130|100|160|120|110|700|116.67|Levitate|||Dragon|Psychic|MegaLatiosメガラティオス|3|90|90|1250000|Eon Pokémon|2.3|70|120
382|382|Kyogre|100|100|90|150|140|90|670|111.67|Drizzle|||Water||Kyogreカイオーガ|3|0|0|1250000|Sea Basin Pokémon|4.5|352|120
382|382P|Kyogre (Primal Kyogre)|100|150|90|180|160|90|770|128.33|Primordial Sea|||Water||PrimalKyogreゲンシカイオーガ|3|0|0|1250000|Sea Basin Pokémon|9.8|430|120
383|383|Groudon|100|150|140|100|90|90|670|111.67|Drought|||Ground||Groudonグラードン|3|0|0|1250000|Continent Pokémon|3.5|950|120
383|383P|Groudon (Primal Groudon)|100|180|160|150|90|90|770|128.33|Desolate Land|||Ground|Fire|PrimalGroudonゲンシグラードン|3|0|0|1250000|Continent Pokémon|5|999.7|120
384|384|Rayquaza|105|150|90|150|90|95|680|113.33|Air Lock|||Dragon|Flying|Rayquazaレックウザ|45|0|0|1250000|Sky High Pokémon|7|206.5|120
384|384M|Rayquaza (Mega Rayquaza)|105|180|100|180|100|115|780|130|Delta Stream|||Dragon|Flying|MegaRayquazaメガレックウザ|45|0|0|1250000|Sky High Pokémon|10.8|392|120
385|385|Jirachi|100|100|100|100|100|100|600|100|Serene Grace|||Steel|Psychic|Jirachiジラーチ|3|100|100|1250000|Wish Pokémon|0.3|1.1|120
386|386|Deoxys (Normal Forme)|50|150|50|150|50|150|600|100|Pressure|||Psychic||Deoxysデオキシス|3|0|0|1250000|DNA Pokémon|1.7|60.8|120
386|386A|Deoxys (Attack Forme)|50|180|20|180|20|150|600|100|Pressure|||Psychic||Deoxysデオキシス|3|0|0|1250000|DNA Pokémon|1.7|60.8|120
386|386D|Deoxys (Defense Forme)|50|70|160|70|160|90|600|100|Pressure|||Psychic||Deoxysデオキシス|3|0|0|1250000|DNA Pokémon|1.7|60.8|120
386|386S|Deoxys (Speed Forme)|50|95|90|95|90|180|600|100|Pressure|||Psychic||Deoxysデオキシス|3|0|0|1250000|DNA Pokémon|1.7|60.8|120
387|387|Turtwig|55|68|64|45|55|31|318|53|Overgrow||Shell Armor|Grass||Naetleナエトル|45|70|50|1059860|Tiny Leaf Pokémon|0.4|10.2|20
388|388|Grotle|75|89|85|55|65|36|405|67.5|Overgrow||Shell Armor|Grass||Hayashigameハヤシガメ|45|70|50|1059860|Grove Pokémon|1.1|97|20
389|389|Torterra|95|109|105|75|85|56|525|87.5|Overgrow||Shell Armor|Grass|Ground|Dodaitoseドダイトス|45|70|50|1059860|Continent Pokémon|2.2|310|20
390|390|Chimchar|44|58|44|58|44|61|309|51.5|Blaze||Iron Fist|Fire||Hikozaruヒコザル|45|70|50|1059860|Chimp Pokémon|0.5|6.2|20
391|391|Monferno|64|78|52|78|52|81|405|67.5|Blaze||Iron Fist|Fire|Fighting|Moukazaruモウカザル|45|70|50|1059860|Playful Pokémon|0.9|22|20
392|392|Infernape|76|104|71|104|71|108|534|89|Blaze||Iron Fist|Fire|Fighting|Goukazaruゴウカザル|45|70|50|1059860|Flame Pokémon|1.2|55|20
393|393|Piplup|53|51|53|61|56|40|314|52.33|Torrent||Defiant|Water||Pochamaポッチャマ|45|70|50|1059860|Penguin Pokémon|0.4|5.2|20
394|394|Prinplup|64|66|68|81|76|50|405|67.5|Torrent||Defiant|Water||Pottaishiポッタイシ|45|70|50|1059860|Penguin Pokémon|0.8|23|20
395|395|Empoleon|84|86|88|111|101|60|530|88.33|Torrent||Defiant|Water|Steel|Emperteエンペルト|45|70|50|1059860|Emperor Pokémon|1.7|84.5|20
396|396|Starly|40|55|30|30|30|60|245|40.83|Keen Eye||Reckless|Normal|Flying|Mukkuruムックル|255|70|50|1059860|Starling Pokémon|0.3|2|15
397|397|Staravia|55|75|50|40|40|80|340|56.67|Intimidate||Reckless|Normal|Flying|Mukubirdムクバード|120|70|50|1059860|Starling Pokémon|0.6|15.5|15
398|398|Staraptor|85|120|70|50|60|100|485|80.83|Intimidate||Reckless|Normal|Flying|Mukuhawkムクホーク|45|70|50|1059860|Predator Pokémon|1.2|24.9|15
399|399|Bidoof|59|45|40|35|40|31|250|41.67|Simple|Unaware|Moody|Normal||Bippaビッパ|255|70|50|1000000|Plump Mouse Pokémon|0.5|20|15
400|400|Bibarel|79|85|60|55|60|71|410|68.33|Simple|Unaware|Moody|Normal|Water|Beadaruビーダル|127|70|50|1000000|Beaver Pokémon|1|31.5|15
401|401|Kricketot|37|25|41|25|41|25|194|32.33|Shed Skin||Run Away|Bug||Korobohshiコロボーシ|255|70|50|1059860|Cricket Pokémon|0.3|2.2|15
402|402|Kricketune|77|85|51|55|51|65|384|64|Swarm||Technician|Bug||Korotockコロトック|45|70|50|1059860|Cricket Pokémon|1|25.5|15
403|403|Shinx|45|65|34|40|34|45|263|43.83|Rivalry|Intimidate|Guts|Electric||Kolinkコリンク|235|70|50|1059860|Flash Pokémon|0.5|9.5|20
404|404|Luxio|60|85|49|60|49|60|363|60.5|Rivalry|Intimidate|Guts|Electric||Luxioルクシオ|120|100|100|1059860|Spark Pokémon|0.9|30.5|20
405|405|Luxray|80|120|79|95|79|70|523|87.17|Rivalry|Intimidate|Guts|Electric||Rentorarレントラー|45|70|50|1059860|Gleam Eyes Pokémon|1.4|42|20
406|406|Budew|40|30|35|50|70|55|280|46.67|Natural Cure|Poison Point|Leaf Guard|Grass|Poison|Subomieスボミー|255|70|50|1059860|Bud Pokémon|0.2|1.2|20
407|407|Roserade|60|70|65|125|105|90|515|85.83|Natural Cure|Poison Point|Technician|Grass|Poison|Roseradeロズレイド|75|70|50|1059860|Bouquet Pokémon|0.9|14.5|20
408|408|Cranidos|67|125|40|30|30|58|350|58.33|Mold Breaker||Sheer Force|Rock||Zugaidosズガイドス|45|70|50|600000|Head Butt Pokémon|0.9|31.5|30
409|409|Rampardos|97|165|60|65|50|58|495|82.5|Mold Breaker||Sheer Force|Rock||Rampaldラムパルド|45|70|50|600000|Head Butt Pokémon|1.6|102.5|30
410|410|Shieldon|30|42|118|42|88|30|350|58.33|Sturdy||Soundproof|Rock|Steel|Tatetopsタテトプス|45|70|50|600000|Shield Pokémon|0.5|57|30
411|411|Bastiodon|60|52|168|47|138|30|495|82.5|Sturdy||Soundproof|Rock|Steel|Toridepsトリデプス|45|70|50|600000|Shield Pokémon|1.3|149.5|30
412|412|Burmy|40|29|45|29|45|36|224|37.33|Shed Skin||Overcoat|Bug||Minomucchiミノムッチ|120|70|50|1000000|Bagworm Pokémon|0.2|3.4|15
413|413|Wormadam (Plant Cloak)|60|59|85|79|105|36|424|70.67|Anticipation||Overcoat|Bug|Grass|Minomadamミノマダム|45|70|50|1000000|Bagworm Pokémon|0.5|6.5|15
413|413G|Wormadam (Sandy Cloak)|60|79|105|59|85|36|424|70.67|Anticipation||Overcoat|Bug|Ground|Minomadamミノマダム|45|70|50|1000000|Bagworm Pokémon|0.5|6.5|15
413|413S|Wormadam (Trash Cloak)|60|69|95|69|95|36|424|70.67|Anticipation||Overcoat|Bug|Steel|Minomadamミノマダム|45|70|50|1000000|Bagworm Pokémon|0.5|6.5|15
414|414|Mothim|70|94|50|94|50|66|424|70.67|Swarm||Tinted Lens|Bug|Flying|Gamaleガーメイル|45|70|50|1000000|Moth Pokémon|0.9|23.3|15
415|415|Combee|30|30|42|30|42|70|244|40.67|Honey Gather||Hustle|Bug|Flying|Mitsuhoneyミツハニー|120|70|50|1059860|Tiny Bee Pokémon|0.3|5.5|15
416|416|Vespiquen|70|80|102|80|102|40|474|79|Pressure||Unnerve|Bug|Flying|Beequenビークイン|45|70|50|1059860|Beehive Pokémon|1.2|38.5|15
417|417|Pachirisu|60|45|70|45|90|95|405|67.5|Run Away|Pickup|Volt Absorb|Electric||Pachirisuパチリス|200|100|100|1000000|EleSquirrel Pokémon|0.4|3.9|10
418|418|Buizel|55|65|35|60|30|85|330|55|Swift Swim||Water Veil|Water||Buoyselブイゼル|190|70|50|1000000|Sea Weasel Pokémon|0.7|29.5|20
419|419|Floatzel|85|105|55|85|50|115|495|82.5|Swift Swim||Water Veil|Water||Floazelフローゼル|75|70|50|1000000|Sea Weasel Pokémon|1.1|33.5|20
420|420|Cherubi|45|35|45|62|53|35|275|45.83|Chlorophyll|||Grass||Cherinboチェリンボ|190|70|50|1000000|Cherry Pokémon|0.4|3.3|20
421|421|Cherrim|70|60|70|87|78|85|450|75|Flower Gift|||Grass||Cherrimチェリム|75|70|50|1000000|Blossom Pokémon|0.5|9.3|20
422|422|Shellos|76|48|48|57|62|34|325|54.17|Sticky Hold|Storm Drain|Sand Force|Water||Karanakushiカラナクシ|190|70|50|1000000|Sea Slug Pokémon|0.3|6.3|20
423|423|Gastrodon|111|83|68|92|82|39|475|79.17|Sticky Hold|Storm Drain|Sand Force|Water|Ground|Tritodonトリトドン|75|70|50|1000000|Sea Slug Pokémon|0.9|29.9|20
424|424|Ambipom|75|100|66|60|66|115|482|80.33|Technician|Pickup|Skill Link|Normal||Etebothエテボース|45|100|100|800000|Long Tail Pokémon|1.2|20.3|20
425|425|Drifloon|90|50|34|60|44|70|348|58|Aftermath|Unburden|Flare Boost|Ghost|Flying|Fuwanteフワンテ|125|70|50|1640000|Balloon Pokémon|0.4|1.2|30
426|426|Drifblim|150|80|44|90|54|80|498|83|Aftermath|Unburden|Flare Boost|Ghost|Flying|Fuwarideフワライド|60|70|50|1640000|Blimp Pokémon|1.2|15|30
427|427|Buneary|55|66|44|44|56|85|350|58.33|Run Away|Klutz|Limber|Normal||Mimirolミミロル|190|0|0|1000000|Rabbit Pokémon|0.4|5.5|20
428|428|Lopunny|65|76|84|54|96|105|480|80|Cute Charm|Klutz|Limber|Normal||Mimilopミミロップ|60|140|140|1000000|Rabbit Pokémon|1.2|33.3|20
428|428M|Lopunny (Mega Lopunny)|65|136|94|54|96|135|580|96.67|Scrappy|||Normal|Fighting|MegaMimilopメガミミロップ|60|140|140|1000000|Rabbit Pokémon|1.3|28.3|20
429|429|Mismagius|60|60|60|105|105|105|495|82.5|Levitate|||Ghost||Mumargiムウマージ|45|35|35|800000|Magical Pokémon|0.9|4.4|25
430|430|Honchkrow|100|125|52|105|52|71|505|84.17|Insomnia|Super Luck|Moxie|Dark|Flying|Dongkarasuドンカラス|30|35|35|1059860|Big Boss Pokémon|0.9|27.3|20
431|431|Glameow|49|55|42|42|37|85|310|51.67|Limber|Own Tempo|Keen Eye|Normal||Nyarmarニャルマー|190|70|50|800000|Catty Pokémon|0.5|3.9|20
432|432|Purugly|71|82|64|64|59|112|452|75.33|Thick Fat|Own Tempo|Defiant|Normal||Bunyattoブニャット|75|70|50|800000|Tiger Cat Pokémon|1|43.8|20
433|433|Chingling|45|30|50|65|50|45|285|47.5|Levitate|||Psychic||Lisyanリーシャン|120|70|50|800000|Bell Pokémon|0.2|0.6|25
434|434|Stunky|63|63|47|41|41|74|329|54.83|Stench|Aftermath|Keen Eye|Poison|Dark|Skunpuuスカンプー|225|70|50|1000000|Skunk Pokémon|0.4|19.2|20
435|435|Skuntank|103|93|67|71|61|84|479|79.83|Stench|Aftermath|Keen Eye|Poison|Dark|Skutankスカタンク|60|70|50|1000000|Skunk Pokémon|1|38|20
436|436|Bronzor|57|24|86|24|86|23|300|50|Levitate|Heatproof|Heavy Metal|Steel|Psychic|Dohmirrorドーミラー|255|70|50|1000000|Bronze Pokémon|0.5|60.5|20
437|437|Bronzong|67|89|116|79|116|33|500|83.33|Levitate|Heatproof|Heavy Metal|Steel|Psychic|Dohtakunドータクン|90|70|50|1000000|Bronze Bell Pokémon|1.3|187|20
438|438|Bonsly|50|80|95|10|45|10|290|48.33|Sturdy|Rock Head|Rattled|Rock||Usohachiウソハチ|255|70|50|1000000|Bonsai Pokémon|0.5|15|20
439|439|Mime Jr.|20|25|45|70|90|60|310|51.67|Soundproof|Filter|Technician|Psychic|Fairy|Maneneマネネ|145|70|50|1000000|Mime Pokémon|0.6|13|25
440|440|Happiny|100|5|5|15|65|30|220|36.67|Natural Cure|Serene Grace|Friend Guard|Normal||Pinpukuピンプク|130|140|140|800000|Playhouse Pokémon|0.6|24.4|40
441|441|Chatot|76|65|45|92|42|91|411|68.5|Keen Eye|Tangled Feet|Big Pecks|Normal|Flying|Perapペラップ|30|35|35|1059860|Music Note Pokémon|0.5|1.9|20
442|442|Spiritomb|50|92|108|92|108|35|485|80.83|Pressure||Infiltrator|Ghost|Dark|Mikarugeミカルゲ|100|70|50|1000000|Forbidden Pokémon|1|108|30
443|443|Gible|58|70|45|40|45|42|300|50|Sand Veil||Rough Skin|Dragon|Ground|Fukamaruフカマル|45|70|50|1250000|Land Shark Pokémon|0.7|20.5|40
444|444|Gabite|68|90|65|50|55|82|410|68.33|Sand Veil||Rough Skin|Dragon|Ground|Gabiteガバイト|45|70|50|1250000|Cave Pokémon|1.4|56|40
445|445|Garchomp|108|130|95|80|85|102|600|100|Sand Veil||Rough Skin|Dragon|Ground|Gaburiasガブリアス|45|70|50|1250000|Mach Pokémon|1.9|95|40
445|445M|Garchomp (Mega Garchomp)|108|170|115|120|95|92|700|116.67|Sand Force|||Dragon|Ground|MegaGaburiasメガガブリアス|45|70|50|1250000|Mach Pokémon|1.9|95|40
446|446|Munchlax|135|85|40|40|85|5|390|65|Pickup|Thick Fat|Gluttony|Normal||Gonbeゴンベ|50|70|50|1250000|Big Eater Pokémon|0.6|105|40
447|447|Riolu|40|70|40|35|40|60|285|47.5|Steadfast|Inner Focus|Prankster|Fighting||Rioluリオル|75|70|50|1059860|Emanation Pokémon|0.7|20.2|25
448|448|Lucario|70|110|70|115|70|90|525|87.5|Steadfast|Inner Focus|Justified|Fighting|Steel|Lucarioルカリオ|45|70|50|1059860|Aura Pokémon|1.2|54|25
448|448M|Lucario (Mega Lucario)|70|145|88|140|70|112|625|104.17|Adaptability|||Fighting|Steel|MegaLucarioメガルカリオ|45|70|50|1059860|Aura Pokémon|1.3|57.5|25
449|449|Hippopotas|68|72|78|38|42|32|330|55|Sand Stream||Sand Force|Ground||Hippopotasヒポポタス|140|70|50|1250000|Hippo Pokémon|0.8|49.5|30
450|450|Hippowdon|108|112|118|68|72|47|525|87.5|Sand Stream||Sand Force|Ground||Kabaldonカバルドン|60|70|50|1250000|Heavyweight Pokémon|2|300|30
451|451|Skorupi|40|50|90|30|55|65|330|55|Battle Armor|Sniper|Keen Eye|Poison|Bug|Scorupiスコルピ|120|70|50|1250000|Scorpion Pokémon|0.8|12|20
452|452|Drapion|70|90|110|60|75|95|500|83.33|Battle Armor|Sniper|Keen Eye|Poison|Dark|Dorapionドラピオン|45|70|50|1250000|Ogre Scorpion Pokémon|1.3|61.5|20
453|453|Croagunk|48|61|40|61|40|50|300|50|Anticipation|Dry Skin|Poison Touch|Poison|Fighting|Gureggruグレッグル|140|100|100|1000000|Toxic Mouth Pokémon|0.7|23|10
454|454|Toxicroak|83|106|65|86|65|85|490|81.67|Anticipation|Dry Skin|Poison Touch|Poison|Fighting|Dokurogドクロッグ|75|70|50|1000000|Toxic Mouth Pokémon|1.3|44.4|20
455|455|Carnivine|74|100|72|90|72|46|454|75.67|Levitate|||Grass||Muskippaマスキッパ|200|70|50|1250000|Bug Catcher Pokémon|1.4|27|25
456|456|Finneon|49|49|56|49|61|66|330|55|Swift Swim|Storm Drain|Water Veil|Water||Keikouoケイコウオ|190|70|50|600000|Wing Fish Pokémon|0.4|7|20
457|457|Lumineon|69|69|76|69|86|91|460|76.67|Swift Swim|Storm Drain|Water Veil|Water||Neolantネオラント|75|70|50|600000|Neon Pokémon|1.2|24|20
458|458|Mantyke|45|20|50|60|120|50|345|57.5|Swift Swim|Water Absorb|Water Veil|Water|Flying|Tamantaタマンタ|25|70|50|1250000|Kite Pokémon|1|65|25
459|459|Snover|60|62|50|62|60|40|334|55.67|Snow Warning||Soundproof|Grass|Ice|Yukikaburiユキカブリ|120|70|50|1250000|Frost Tree Pokémon|1|50.5|20
460|460|Abomasnow|90|92|75|92|85|60|494|82.33|Snow Warning||Soundproof|Grass|Ice|Yukinoohユキノオー|60|70|50|1250000|Frost Tree Pokémon|2.2|135.5|20
460|460M|Abomasnow (Mega Abomasnow)|90|132|105|132|105|30|594|99|Snow Warning|||Grass|Ice|MegaYukinoohメガユキノオー|60|70|50|1250000|Frost Tree Pokémon|2.7|185|20
461|461|Weavile|70|120|65|45|85|125|510|85|Pressure||Pickpocket|Dark|Ice|Manyulaマニューラ|45|35|35|1059860|Sharp Claw Pokémon|1.1|34|20
462|462|Magnezone|70|70|115|130|90|60|535|89.17|Magnet Pull|Sturdy|Analytic|Electric|Steel|Jibacoilジバコイル|30|70|50|1000000|Magnet Area Pokémon|1.2|180|20
463|463|Lickilicky|110|85|95|80|95|50|515|85.83|Own Tempo|Oblivious|Cloud Nine|Normal||Berobeltベロベルト|30|70|50|1000000|Licking Pokémon|1.7|140|20
464|464|Rhyperior|115|140|130|55|55|40|535|89.17|Lightning Rod|Solid Rock|Reckless|Ground|Rock|Dosidonドサイドン|30|70|50|1250000|Drill Pokémon|2.4|282.8|20
465|465|Tangrowth|100|100|125|110|50|50|535|89.17|Chlorophyll|Leaf Guard|Regenerator|Grass||Mojumboモジャンボ|30|70|50|1000000|Vine Pokémon|2|128.6|20
466|466|Electivire|75|123|67|95|85|95|540|90|Motor Drive||Vital Spirit|Electric||Elekibleエレキブル|30|70|50|1000000|Thunderbolt Pokémon|1.8|138.6|25
467|467|Magmortar|75|95|67|125|95|83|540|90|Flame Body||Vital Spirit|Fire||Booburnブーバーン|30|70|50|1000000|Blast Pokémon|1.6|68|25
468|468|Togekiss|85|50|95|120|115|80|545|90.83|Hustle|Serene Grace|Super Luck|Fairy|Flying|Togekissトゲキッス|30|70|50|800000|Jubilee Pokémon|1.5|38|10
469|469|Yanmega|86|76|86|116|56|95|515|85.83|Speed Boost|Tinted Lens|Frisk|Bug|Flying|Megayanmaメガヤンマ|30|70|50|1000000|Ogre Darner Pokémon|1.9|51.5|20
470|470|Leafeon|65|110|130|60|65|95|525|87.5|Leaf Guard||Chlorophyll|Grass||Leafiaリーフィア|45|35|35|1000000|Verdant Pokémon|1|25.5|35
471|471|Glaceon|65|60|110|130|95|65|525|87.5|Snow Cloak||Ice Body|Ice||Glaciaグレイシア|45|35|35|1000000|Fresh Snow Pokémon|0.8|25.9|35
472|472|Gliscor|75|95|125|45|75|95|510|85|Hyper Cutter|Sand Veil|Poison Heal|Ground|Flying|Glionグライオン|30|70|50|1059860|Fang Scorpion Pokémon|2|42.5|20
473|473|Mamoswine|110|130|80|70|60|80|530|88.33|Oblivious|Snow Cloak|Thick Fat|Ice|Ground|Mammooマンムー|50|70|50|1250000|Twin Tusk Pokémon|2.5|291|20
474|474|Porygon-Z|85|80|70|135|75|90|535|89.17|Adaptability|Download|Analytic|Normal||Porygon-ZポリゴンＺ|30|70|50|1000000|Virtual Pokémon|0.9|34|20
475|475|Gallade|68|125|65|65|115|80|518|86.33|Steadfast||Justified|Psychic|Fighting|Erureidoエルレイド|45|35|35|1250000|Blade Pokémon|1.6|52|20
475|475M|Gallade (Mega Gallade)|68|165|95|65|115|110|618|103|Inner Focus|||Psychic|Fighting|MegaErureidoメガエルレイド|45|35|35|1250000|Blade Pokémon|1.6|56.4|20
476|476|Probopass|60|55|145|75|150|40|525|87.5|Sturdy|Magnet Pull|Sand Force|Rock|Steel|Dainoseダイノーズ|60|70|50|1000000|Compass Pokémon|1.4|340|20
477|477|Dusknoir|45|100|135|65|135|45|525|87.5|Pressure||Frisk|Ghost||Yonoirヨノワール|45|35|35|800000|Gripper Pokémon|2.2|106.6|25
478|478|Froslass|70|80|70|80|70|110|480|80|Snow Cloak||Cursed Body|Ice|Ghost|Yukimenokoユキメノコ|75|70|50|1000000|Snow Land Pokémon|1.3|26.6|20
479|479|Rotom|50|50|77|95|77|91|440|73.33|Levitate|||Electric|Ghost|Rotomロトム|45|70|50|1000000|Plasma Pokémon|0.3|0.3|20
479|479F|Rotom (Fan Rotom)|50|65|107|105|107|86|520|86.67|Levitate|||Electric|Flying|Spin Rotomスピンロトム|45|70|50|1000000|Plasma Pokémon|0.3|0.3|20
479|479L|Rotom (Mow Rotom)|50|65|107|105|107|86|520|86.67|Levitate|||Electric|Grass|Cut Rotomカットロトム|45|70|50|1000000|Plasma Pokémon|0.3|0.3|20
479|479O|Rotom (Heat Rotom)|50|65|107|105|107|86|520|86.67|Levitate|||Electric|Fire|Heat Rotomヒートロトム|45|70|50|1000000|Plasma Pokémon|0.3|0.3|20
479|479R|Rotom (Frost Rotom)|50|65|107|105|107|86|520|86.67|Levitate|||Electric|Ice|Frost Rotomフロストロトム|45|70|50|1000000|Plasma Pokémon|0.3|0.3|20
479|479W|Rotom (Wash Rotom)|50|65|107|105|107|86|520|86.67|Levitate|||Electric|Water|Wash Rotomウォッシュロトム|45|70|50|1000000|Plasma Pokémon|0.3|0.3|20
480|480|Uxie|75|75|130|75|130|95|580|96.67|Levitate|||Psychic||Yuxieユクシー|3|140|140|1250000|Knowledge Pokémon|0.3|0.3|80
481|481|Mesprit|80|105|105|105|105|80|580|96.67|Levitate|||Psychic||Emritエムリット|3|140|140|1250000|Emotion Pokémon|0.3|0.3|80
482|482|Azelf|75|125|70|125|70|115|580|96.67|Levitate|||Psychic||Agnomeアグノム|3|140|140|1250000|Willpower Pokémon|0.3|0.3|80
483|483|Dialga|100|120|120|150|100|90|680|113.33|Pressure||Telepathy|Steel|Dragon|Dialgaディアルガ|3|0|0|1250000|Temporal Pokémon|5.4|683|120
484|484|Palkia|90|120|100|150|120|100|680|113.33|Pressure||Telepathy|Water|Dragon|Palkiaパルキア|3|0|0|1250000|Spatial Pokémon|4.2|336|120
485|485|Heatran|91|90|106|130|106|77|600|100|Flash Fire||Flame Body|Fire|Steel|Heatranヒードラン|3|100|100|1250000|Lava Dome Pokémon|1.7|430|10
486|486|Regigigas|110|160|110|80|110|100|670|111.67|Slow Start|||Normal||Regigigasレジギガス|3|0|0|1250000|Colossal Pokémon|3.7|420|120
487|487|Giratina (Altered Forme)|150|100|120|100|120|90|680|113.33|Pressure||Telepathy|Ghost|Dragon|Giratinaギラティナ|3|0|0|1250000|Renegade Pokémon|4.5|750|120
487|487O|Giratina (Origin Forme)|150|120|100|120|100|90|680|113.33|Levitate|||Ghost|Dragon|Giratinaギラティナ|3|0|0|1250000|Renegade Pokémon|6.9|650|120
488|488|Cresselia|120|70|120|75|130|85|600|100|Levitate|||Psychic||Cresseliaクレセリア|3|100|100|1250000|Lunar Pokémon|1.5|85.6|120
489|489|Phione|80|80|80|80|80|80|480|80|Hydration|||Water||Phioneフィオネ|30|70|50|1250000|Sea Drifter Pokémon|0.4|3.1|40
490|490|Manaphy|100|100|100|100|100|100|600|100|Hydration|||Water||Manaphyマナフィ|3|70|50|1250000|Seafaring Pokémon|0.3|1.4|10
491|491|Darkrai|70|90|90|135|90|125|600|100|Bad Dreams|||Dark||Darkraiダークライ|3|0|0|1250000|Pitch-Black Pokémon|1.5|50.5|120
492|492|Shaymin (Land Forme)|100|100|100|100|100|100|600|100|Natural Cure|||Grass||Shayminシェイミ|45|100|100|1059860|Gratitude Pokémon|0.2|2.1|120
492|492S|Shaymin (Sky Forme)|100|103|75|120|75|127|600|100|Serene Grace|||Grass|Flying|Shayminシェイミ|45|100|100|1059860|Gratitude Pokémon|0.4|5.2|120
493|493|Arceus|120|120|120|120|120|120|720|120|Multitype|||Normal||Arceusアルセウス|3|0|0|1250000|Alpha Pokémon|3.2|320|120
494|494|Victini|100|100|100|100|100|100|600|100|Victory Star|||Psychic|Fire|Victiniビクティニ|3|100|100|1250000|Victory Pokémon|0.4|4|120
495|495|Snivy|45|45|55|45|55|63|308|51.33|Overgrow||Contrary|Grass||Tsutarjaツタージャ|45|70|50|1059860|Grass Snake Pokémon|0.6|8.1|20
496|496|Servine|60|60|75|60|75|83|413|68.83|Overgrow||Contrary|Grass||Janovyジャノビー|45|70|50|1059860|Grass Snake Pokémon|0.8|16|20
497|497|Serperior|75|75|95|75|95|113|528|88|Overgrow||Contrary|Grass||Jalordaジャローダ|45|70|50|1059860|Regal Pokémon|3.3|63|20
498|498|Tepig|65|63|45|45|45|45|308|51.33|Blaze||Thick Fat|Fire||Pokabuポカブ|45|70|50|1059860|Fire Pig Pokémon|0.5|9.9|20
499|499|Pignite|90|93|55|70|55|55|418|69.67|Blaze||Thick Fat|Fire|Fighting|Chaobooチャオブー|45|70|50|1059860|Fire Pig Pokémon|1|55.5|20
500|500|Emboar|110|123|65|100|65|65|528|88|Blaze||Reckless|Fire|Fighting|Enbuohエンブオー|45|70|50|1059860|Mega Fire Pig Pokémon|1.6|150|20
501|501|Oshawott|55|55|45|63|45|45|308|51.33|Torrent||Shell Armor|Water||Mijumaruミジュマル|45|70|50|1059860|Sea Otter Pokémon|0.5|5.9|20
502|502|Dewott|75|75|60|83|60|60|413|68.83|Torrent||Shell Armor|Water||Futachimaruフタチマル|45|70|50|1059860|Discipline Pokémon|0.8|24.5|20
503|503|Samurott|95|100|85|108|70|70|528|88|Torrent||Shell Armor|Water||Daikenkiダイケンキ|45|70|50|1059860|Formidable Pokémon|1.5|94.6|20
504|504|Patrat|45|55|39|35|39|42|255|42.5|Run Away|Keen Eye|Analytic|Normal||Minezumiミネズミ|255|70|50|1000000|Scout Pokémon|0.5|11.6|15
505|505|Watchog|60|85|69|60|69|77|420|70|Illuminate|Keen Eye|Analytic|Normal||Miruhogミルホッグ|255|70|50|1000000|Lookout Pokémon|1.1|27|20
506|506|Lillipup|45|60|45|25|45|55|275|45.83|Vital Spirit|Pickup|Run Away|Normal||Yorterrieヨーテリー|255|70|50|1059860|Puppy Pokémon|0.4|4.1|15
507|507|Herdier|65|80|65|35|65|60|370|61.67|Intimidate|Sand Rush|Scrappy|Normal||Herderrieハーデリア|120|70|50|1059860|Loyal Dog Pokémon|0.9|14.7|15
508|508|Stoutland|85|110|90|45|90|80|500|83.33|Intimidate|Sand Rush|Scrappy|Normal||Moolandムーランド|45|70|50|1059860|Big-Hearted Pokémon|1.2|61|15
509|509|Purrloin|41|50|37|50|37|66|281|46.83|Limber|Unburden|Prankster|Dark||Choronekoチョロネコ|255|70|50|1000000|Devious Pokémon|0.4|10.1|20
510|510|Liepard|64|88|50|88|50|106|446|74.33|Limber|Unburden|Prankster|Dark||Lepardasレパルダス|90|70|50|1000000|Cruel Pokémon|1.1|37.5|20
511|511|Pansage|50|53|48|53|48|64|316|52.67|Gluttony||Overgrow|Grass||Yanappuヤナップ|190|70|50|1000000|Grass Monkey Pokémon|0.6|10.5|20
512|512|Simisage|75|98|63|98|63|101|498|83|Gluttony||Overgrow|Grass||Yanakkieヤナッキー|75|70|50|1000000|Thorn Monkey Pokémon|1.1|30.5|20
513|513|Pansear|50|53|48|53|48|64|316|52.67|Gluttony||Blaze|Fire||Baoppuバオップ|190|70|50|1000000|High Temp Pokémon|0.6|11|20
514|514|Simisear|75|98|63|98|63|101|498|83|Gluttony||Blaze|Fire||Baokkieバオッキー|75|70|50|1000000|Ember Pokémon|1|28|20
515|515|Panpour|50|53|48|53|48|64|316|52.67|Gluttony||Torrent|Water||Hiyappuヒヤップ|190|70|50|1000000|Spray Pokémon|0.6|13.5|20
516|516|Simipour|75|98|63|98|63|101|498|83|Gluttony||Torrent|Water||Hiyakkieヒヤッキー|75|70|50|1000000|Geyser Pokémon|1|29|20
